,lastname,firstname,gender,type,state,party,bioguideid,cspanid,gt_id,
,Thatcher,Maurice,,rep,KY,Republican,T000142,,410724,
,Tierney,William,M,rep,CT,Democrat,T000267,,410840,
,Tilson,John,M,rep,CT,Republican,T000279,,410852,
,Timberlake,Charles,M,rep,CO,Republican,T000281,,410854,
,Tucker,Henry,M,rep,VA,Democrat,T000399,,410968,
,Underhill,Charles,M,rep,MA,Republican,U000006,,411030,
,Vestal,Albert,M,rep,IN,Republican,V000092,,411147,
,Vincent,Bird,,rep,MI,Republican,V000101,,411156,
,Walsh,Thomas,M,sen,MT,Democrat,W000104,,411282,
,Wason,Edward,M,rep,NH,Republican,W000185,,411358,
,Weeks,John,M,rep,VT,Republican,W000244,,411412,
,Welsh,George,M,rep,PA,Republican,W000289,,411453,
,White,Wilbur,,rep,OH,Republican,W000397,,411557,
,Wickersham,James,M,rep,AK,Republican,W000438,,411596,
,Williams,Guinn,,rep,TX,Democrat,W000501,,411658,
,Williamson,William,M,rep,SD,Republican,W000553,,411709,
,Wingo,Effiegene,,rep,AR,Democrat,W000634,,411788,
,Wood,William,M,rep,IN,Republican,W000706,,411858,
,Wright,William,M,rep,GA,Democrat,W000773,,411922,
,Wurzbach,Harry,M,rep,TX,Republican,W000775,,411924,
,Wyant,Adam,M,rep,PA,Republican,W000776,,411925,
,Yates,Richard,M,rep,IL,Republican,Y000011,,411946,
,Yon,Thomas,M,rep,FL,Democrat,Y000021,,411955,
,Cohen,John,M,sen,GA,Democrat,C000597,,402726,
,Grammer,Elijah,M,sen,WA,Republican,G000366,,404719,
,Long,Huey,,sen,LA,Democrat,L000418,,406909,
,Schuyler,Karl,,sen,CO,Republican,S000152,,409659,
,Walker,Walter,M,sen,CO,Democrat,W000069,,411248,
,Abernethy,Charles,M,rep,NC,Democrat,A000015,,400677,
,Adams,Wilbur,,rep,DE,Democrat,A000050,,400711,
,Allgood,Miles,,rep,AL,Democrat,A000156,,400811,
,Almon,Edward,M,rep,AL,Democrat,A000162,,400817,
,Arens,Henry,M,rep,MN,Farmer-Labor,A000276,,400916,
,Auf Der Heide,Oscar,M,rep,NJ,Democrat,A000338,,400988,
,Ayres,William,M,rep,KS,Democrat,A000354,,401005,
,Bachman,Nathan,M,sen,TN,Democrat,B000010,,401016,
,Bailey,Joseph,M,rep,TX,Democrat,B000045,,401050,
,Bakewell,Charles,M,rep,CT,Republican,B000079,,401082,
,Beck,James,M,rep,PA,Republican,B000290,,401283,
,Beedy,Carroll,,rep,ME,Republican,B000307,,401300,
,Black,Hugo,,sen,AL,Democrat,B000499,,401479,
,Black,Loring,,rep,NY,Democrat,B000505,,401484,
,Blanchard,George,M,rep,WI,Republican,B000537,,401512,
,Bowman,Frank,M,rep,WV,Republican,B000704,,401666,
,Brand,Charles,M,rep,GA,Democrat,B000767,,401726,
,Briggs,Clay,,rep,TX,Democrat,B000826,,401783,
,Britten,Frederick,M,rep,IL,Republican,B000847,,401804,
,Brown,Fred,M,sen,NH,Democrat,B000916,,401872,
,Brown,John,M,rep,KY,Democrat,B000934,,401888,
,Browning,Gordon,,rep,TN,Democrat,B000959,,401911,
,Brumm,George,M,rep,PA,Republican,B000978,,401930,
,Bulkley,Robert,M,sen,OH,Democrat,B001045,,401995,
,Burke,John,M,rep,CA,Democrat,B001094,,402040,
,Busby,Thomas,M,rep,MS,Democrat,B001163,,402105,
,Cady,Claude,,rep,MI,Democrat,C000013,,402175,
,Carley,Patrick,M,rep,NY,Democrat,C000149,,402298,
,Carpenter,Terry,,rep,NE,Democrat,C000172,,402320,
,Carter,Vincent,,rep,WY,Republican,C000203,,402349,
,Chase,Ray,,rep,MN,Republican,C000331,,402472,
,Church,Denver,,rep,CA,Democrat,C000387,,402526,
,Clarke,John,M,rep,NY,Republican,C000465,,402603,
,Clarke,Marian,,rep,NY,Republican,C000467,,402605,
,Cochran,Thomas,M,rep,PA,Republican,C000566,,402696,
,Coffin,Thomas,M,rep,ID,Democrat,C000592,,402721,
,Connolly,James,M,rep,PA,Republican,C000698,,402823,
,Crump,Edward,M,rep,TN,Democrat,C000955,,403067,
,De Priest,Oscar,M,rep,IL,Republican,D000263,,403319,
,Dickinson,Clement,,rep,MO,Democrat,D000316,,403436,
,Dieterich,William,M,sen,IL,Democrat,D000339,,403457,
,Douglass,John,M,rep,MA,Democrat,D000459,,403569,
,Duffy,Francis,,sen,WI,Democrat,D000518,,403628,
,Durgan,George,M,rep,IN,Democrat,D000570,,403673,
,Edmonds,George,M,rep,PA,Republican,E000053,,403748,
,Ellzey,Lawrence,M,rep,MS,Democrat,E000152,,403843,
,Eltse,Ralph,M,rep,CA,Republican,E000162,,403853,
,Erickson,John,M,sen,MT,Democrat,E000202,,403889,
,Evans,William,M,rep,CA,Republican,E000261,,403942,
,Fitzgibbons,John,M,rep,NY,Democrat,F000171,,404126,
,Fletcher,Duncan,,sen,FL,Democrat,F000200,,404155,
,Foss,Frank,M,rep,MA,Republican,F000294,,404244,
,Foulkes,George,M,rep,MI,Democrat,F000317,,404266,
,Frear,James,M,rep,WI,Republican,F000355,,404302,
,Garner,John,M,rep,TX,Democrat,G000074,,404446,
,Gillespie,James,M,rep,IL,Democrat,G000197,,404561,
,Glover,David,M,rep,AR,Democrat,G000243,,404605,
,Goss,Edward,M,rep,CT,Republican,G000334,,404691,
,Hamilton,Finley,,rep,KY,Democrat,H000109,,404991,
,Hart,Michael,M,rep,MI,Democrat,H000290,,405163,
,Hastings,William,M,rep,OK,Democrat,H000333,,405203,
,Henney,Charles,M,rep,WI,Democrat,H000501,,405364,
,Hoidale,Einar,,rep,MN,Democrat,H000706,,405559,
,Hooper,Joseph,M,rep,MI,Republican,H000764,,405614,
,Hornor,Lynn,,rep,WV,Democrat,H000792,,405641,
,Howard,Edgar,M,rep,NE,Democrat,H000836,,405683,
,Hughes,James,M,rep,WI,Democrat,H000925,,405770,
,James,William,M,rep,MI,Republican,J000053,,405958,
,Jeffers,Lamar,,rep,AL,Democrat,J000068,,405973,
,Johnson,Magnus,,rep,MN,Farmer-Labor,J000161,,406059,
,Kelly,Melville,,rep,PA,Republican,K000076,,406246,
,Kemp,Bolivar,,rep,LA,Democrat,K000085,,406254,
,Kurtz,Jacob,M,rep,PA,Republican,K000344,,406497,
,Lee,Frank,M,rep,MO,Democrat,L000191,,406694,
,Lehr,John,M,rep,MI,Democrat,L000228,,406732,
,Lindsay,George,M,rep,NY,Democrat,L000325,,406818,
,Lonergan,Augustine,,sen,CT,Democrat,L000409,,406900,
,Lozier,Ralph,M,rep,MO,Democrat,L000489,,406977,
,Major,James,M,rep,IL,Democrat,M000073,,407101,
,Marland,Ernest,M,rep,OK,Democrat,M000138,,407161,
,Martin,Charles,M,rep,OR,Democrat,M000173,,407195,
,McAdoo,William,M,sen,CA,Democrat,M000293,,407308,
,McCandless,Lincoln,,rep,HI,Democrat,M000307,,407321,
,McClintic,James,M,rep,OK,Democrat,M000338,,407347,
,McFadden,Louis,M,rep,PA,Republican,M000434,,407434,
,McGill,George,M,sen,KS,Democrat,M000447,,407446,
,McGugin,Harold,M,rep,KS,Republican,M000463,,407462,
,McKeown,Thomas,M,rep,OK,Democrat,M000511,,407505,
,Milligan,Jacob,M,rep,MO,Democrat,M000766,,407744,
,Morehead,John,M,rep,NE,Democrat,M000939,,407908,
,Moynihan,Patrick,M,rep,IL,Republican,M001055,,408021,
,Muldowney,Michael,M,rep,PA,Republican,M001067,,408033,
,Murphy,Richard,M,sen,IA,Democrat,M001103,,408067,
,Musselwhite,Harry,M,rep,MI,Democrat,M001122,,408084,
,Nesbit,Walter,M,rep,IL,Democrat,N000048,,408138,
,Norbeck,Peter,M,sen,SD,Republican,N000132,,408216,
,O'Loughlin McCarthy,Kathryn,,rep,KS,Democrat,O000081,,408295,
,Oliver,Frank,M,rep,NY,Democrat,O000072,,408345,
,Osias,Camilo,,rep,PI,,O000118,,408373,
,Parker,Homer,M,rep,GA,Democrat,P000056,,408466,
,Parker,James,M,rep,NY,Republican,P000062,,408472,
,Peavey,Hubert,,rep,WI,Republican,P000174,,408578,
,Pope,James,M,sen,ID,Democrat,P000430,,408821,
,Pou,Edward,M,rep,NC,Democrat,P000474,,408859,
,Prall,Anning,,rep,NY,Democrat,P000495,,408880,
,Ragon,Heartsill,,rep,AR,Democrat,R000009,,408992,
,Rainey,Henry,M,rep,IL,Democrat,R000014,,408996,
,Reid,Frank,M,rep,IL,Republican,R000145,,409123,
,Ruffin,James,M,rep,MO,Democrat,R000498,,409457,
,Shallenberger,Ashton,,rep,NE,Democrat,S000280,,409779,
,Shoemaker,Francis,,rep,MN,Farmer-Labor,S000374,,409868,
,Simpson,James,M,rep,IL,Republican,S000431,,409925,
,Sinclair,James,M,rep,ND,Republican,S000442,,409936,
,Stalker,Gale,,rep,NY,Republican,S000783,,410249,
,Steiwer,Frederick,M,sen,OR,Republican,S000848,,410312,
,Stokes,Edward,M,rep,PA,Republican,S000946,,410405,
,Strong,Nathan,M,rep,PA,Republican,S001015,,410472,
,Strong,Sterling,,rep,TX,Democrat,S001019,,410476,
,Studley,Elmer,,rep,NY,Democrat,S001041,,410497,
,Swank,Fletcher,,rep,OK,Democrat,S001089,,410542,
,Swick,Jesse,,rep,PA,Republican,S001114,,410566,
,Terrell,George,M,rep,TX,Democrat,T000129,,410711,
,Thompson,William,M,sen,NE,Democrat,T000225,,410804,
,Traeger,William,M,rep,CA,Republican,T000349,,410920,
,Utterback,John,M,rep,ME,Democrat,U000037,,411059,
,Waldron,Alfred,M,rep,PA,Republican,W000040,,411220,
,Watson,Henry,M,rep,PA,Republican,W000201,,411372,
,Weideman,Carl,M,rep,MI,Democrat,W000254,,411422,
,West,Charles,M,rep,OH,Democrat,W000301,,411465,
,Whitley,James,M,rep,NY,Republican,W000420,,411579,
,Willford,Albert,M,rep,IA,Democrat,W000485,,411642,
,Hunter,Richard,M,sen,NE,Democrat,H000987,,405828,
,Adair,Jackson,,rep,IL,Democrat,A000025,,400686,
,Andrew,Abram,,rep,MA,Republican,A000240,,400869,
,Arnold,William,M,rep,IL,Democrat,A000300,,400942,
,Ashurst,Henry,M,sen,AZ,Democrat,A000319,,400965,
,Ayers,Roy,,rep,MT,Democrat,A000352,,401003,
,Bacharach,Isaac,M,rep,NJ,Republican,B000009,,401015,
,Benson,Elmer,,sen,MN,Farmer-Labor,B000389,,401380,
,Berlin,William,M,rep,PA,Democrat,B000409,,401397,
,Blanton,Thomas,M,rep,TX,Democrat,B000549,,401524,
,Brennan,Martin,M,rep,IL,Democrat,B000799,,401756,
,Brooks,Joshua,M,rep,PA,Democrat,B000882,,401839,
,Brunner,William,M,rep,NY,Democrat,B000981,,401933,
,Buckbee,John,M,rep,IL,Republican,B001020,,401970,
,Burke,Edward,M,sen,NE,Democrat,B001089,,402035,
,Burnham,George,M,rep,CA,Republican,B001124,,402069,
,Byrns,Joseph,M,rep,TN,Democrat,B001217,,402156,
,Carden,Cap,,rep,KY,Democrat,C000140,,402290,
,Carmichael,Archibald,M,rep,AL,Democrat,C000159,,402308,
,Carpenter,William,M,rep,KS,Democrat,C000173,,402321,
,Cary,Glover,,rep,KY,Democrat,C000214,,402360,
,Castellow,Bryant,,rep,GA,Democrat,C000240,,402385,
,Cavicchia,Peter,M,rep,NJ,Republican,C000262,,402406,
,Christianson,Theodore,M,rep,MN,Republican,C000381,,402520,
,Claiborne,James,M,rep,MO,Democrat,C000402,,402541,
,Collins,Samuel,M,rep,CA,Republican,C000643,,402771,
,Condon,Francis,,rep,RI,Democrat,C000673,,402799,
,Cooper,John,M,rep,OH,Republican,C000757,,402877,
,Copeland,Royal,,sen,NY,Democrat,C000769,,402888,
,Corning,Parker,,rep,NY,Democrat,C000785,,402905,
,Cross,Oliver,M,rep,TX,Democrat,C000931,,403043,
,Dear,Cleveland,,rep,LA,Democrat,D000177,,403339,
,Delgado,Francisco,,rep,PI,,D000218,,403360,
,Dietrich,Charles,M,rep,PA,Democrat,D000340,,403458,
,Dobbins,Donald,M,rep,IL,Democrat,D000382,,403498,
,Donahey,Alvin,,sen,OH,Democrat,D000410,,403523,
,Doutrich,Isaac,M,rep,PA,Republican,D000460,,403570,
,Driscoll,Denis,,rep,PA,Democrat,D000501,,403608,
,Duffey,Warren,M,rep,OH,Democrat,D000517,,403627,
,Duffy,James,M,rep,NY,Democrat,D000519,,403629,
,Dunn,Aubert,,rep,MS,Democrat,D000545,,403653,
,Eagle,Joe,,rep,TX,Democrat,E000003,,403699,
,Earhart,Daniel,M,rep,OH,Democrat,E000006,,403702,
,Ekwall,William,M,rep,OR,Republican,E000098,,403789,
,Fenerty,Clare,,rep,PA,Republican,F000071,,404029,
,Fiesinger,William,M,rep,OH,Democrat,F000114,,404071,
,Frazier,Lynn,,sen,ND,Republican,F000354,,404301,
,Gassaway,Percy,,rep,OK,Democrat,G000094,,404466,
,Granfield,William,M,rep,MA,Democrat,G000372,,404724,
,Greenway,Isabella,,rep,AZ,Democrat,G000435,,404783,
,Gregory,William,M,rep,KY,Democrat,G000448,,404794,
,Griffin,Anthony,M,rep,NY,Democrat,G000457,,404802,
,Guevara,Pedro,,rep,PI,,G000518,,404863,
,Hale,Frederick,M,sen,ME,Republican,H000031,,404916,
,Hamlin,Simon,,rep,ME,Democrat,H000122,,405004,
,Hammond,Peter,M,rep,OH,Democrat,H000131,,405013,
,Higgins,William,M,rep,CT,Republican,H000580,,405442,
,Hill,Samuel,M,rep,WA,Democrat,H000607,,405467,
,Hoeppel,John,M,rep,CA,Democrat,H000677,,405530,
,Hollister,John,M,rep,OH,Republican,H000728,,405579,
,Holt,Rush,,sen,WV,Democrat,H000749,,405600,
,Huddleston,George,M,rep,AL,Democrat,H000903,,405749,
,Igoe,Michael,M,rep,IL,Democrat,I000004,,405866,
,Jacobsen,Bernhard,,rep,IA,Democrat,J000038,,405943,
,Kahn,Florence,,rep,CA,Republican,K000002,,406176,
,Kimball,Henry,M,rep,MI,Republican,K000183,,406345,
,King,William,M,sen,UT,Democrat,K000216,,406376,
,Lehlbach,Frederick,M,rep,NJ,Republican,L000222,,406726,
,Lloyd,Wesley,,rep,WA,Democrat,L000383,,406875,
,Main,Verner,,rep,MI,Republican,M000071,,407099,
,Marshall,Leroy,,rep,OH,Republican,M000158,,407180,
,Mason,Harry,M,rep,IL,Democrat,M000214,,407232,
,McDuffie,John,M,rep,AL,Democrat,M000427,,407427,
,McSwain,John,M,rep,SC,Democrat,M000604,,407593,
,Merritt,Schuyler,,rep,CT,Republican,M000663,,407649,
,Minton,Sherman,,sen,IN,Democrat,M000800,,407776,
,Monaghan,Joseph,M,rep,MT,Democrat,M000848,,407821,
,Montet,Numa,,rep,LA,Democrat,M000862,,407835,
,Moore,Arthur,M,sen,NJ,Democrat,M000893,,407865,
,Moran,Edward,M,rep,ME,Democrat,M000932,,407903,
,Moritz,Theodore,M,rep,PA,Democrat,M000962,,407930,
,Oliver,William,M,rep,AL,Democrat,O000077,,408350,
,Parks,Tilman,,rep,AR,Democrat,P000075,,408485,
,Perkins,Randolph,,rep,NJ,Republican,P000237,,408640,
,Pittman,Key,,sen,NV,Democrat,P000372,,408767,
,Ransley,Harry,M,rep,PA,Republican,R000061,,409041,
,Richardson,William,M,rep,PA,Democrat,R000230,,409206,
,Rogers,William,M,rep,NH,Democrat,R000408,,409374,
,Rudd,Stephen,M,rep,NY,Democrat,R000496,,409455,
,Russell,Richard,M,rep,MA,Democrat,R000537,,409494,
,Sandlin,John,M,rep,LA,Democrat,S000043,,409559,
,Schwellenbach,Lewis,M,sen,WA,Democrat,S000160,,409667,
,Sears,William,M,rep,FL,Democrat,S000211,,409716,
,Sisson,Frederick,M,rep,NY,Democrat,S000455,,409947,
,Stewart,John,M,rep,DE,Republican,S000915,,410375,
,Thomas,William,M,rep,NY,Republican,T000187,,410768,
,Tonry,Richard,M,rep,NY,Democrat,T000311,,410884,
,Townsend,John,M,sen,DE,Republican,T000335,,410906,
,Trammell,Park,,sen,FL,Democrat,T000353,,410923,
,Truax,Charles,M,rep,OH,Democrat,T000386,,410955,
,Turpin,Charles,M,rep,PA,Republican,T000433,,411001,
,Underwood,Mell,,rep,OH,Democrat,U000012,,411036,
,Utterback,Hubert,,rep,IA,Democrat,U000036,,411058,
,Werner,Theodore,M,rep,SD,Democrat,W000299,,411463,
,Wilson,Riley,,rep,LA,Democrat,W000608,,411763,
,Wilson,William,M,rep,PA,Republican,W000622,,411776,
,Zioncheck,Marion,,rep,WA,Democrat,Z000011,,412004,
,Brown,Prentiss,,sen,MI,Democrat,B000941,,401895,
,Hill,William,M,sen,FL,Democrat,H000612,,405472,
,Hitchcock,Herbert,M,sen,SD,Democrat,H000646,,405501,
,Howard,Guy,M,sen,MN,Republican,H000838,,405685,
,Loftin,Scott,,sen,FL,Democrat,L000400,,406891,
,Long,Rose,,sen,LA,Democrat,L000427,,406917,
,Albaugh,Walter,M,rep,OH,Republican,A000072,,400731,
,Aleshire,Arthur,M,rep,OH,Democrat,A000088,,400747,
,Allen,William,M,rep,DE,Democrat,A000151,,400806,
,Amlie,Thomas,M,rep,WI,Progressive,A000176,,400831,
,Atkinson,Richard,M,rep,TN,Democrat,A000332,,400981,
,Bacon,Robert,M,rep,NY,Republican,B000019,,401024,
,Bernard,John,M,rep,MN,Farmer-Labor,B000411,,401398,
,Berry,George,M,sen,TN,Democrat,B000417,,401404,
,Biermann,Frederick,M,rep,IA,Democrat,B000449,,401434,
,Bigelow,Herbert,M,rep,OH,Democrat,B000454,,401439,
,Binderup,Charles,M,rep,NE,Democrat,B000466,,401449,
,Boileau,Gerald,,rep,WI,Progressive,B000598,,401566,
,Borah,William,M,sen,ID,Republican,B000634,,401599,
,Boyer,Lewis,M,rep,IL,Democrat,B000724,,401684,
,Boylan,John,M,rep,NY,Democrat,B000726,,401686,
,Buchanan,James,M,rep,TX,Democrat,B001006,,401956,
,Bulow,William,M,sen,SD,Democrat,B001055,,402002,
,Byrnes,James,M,sen,SC,Democrat,B001215,,402154,
,Cannon,Raymond,M,rep,WI,Democrat,C000124,,402275,
,Champion,Edwin,M,rep,IL,Democrat,C000287,,402429,
,Citron,William,M,rep,CT,Democrat,C000397,,402536,
,Colden,Charles,M,rep,CA,Democrat,C000605,,402734,
,Connery,William,M,rep,MA,Democrat,C000694,,402819,
,Crosby,Charles,M,rep,PA,Democrat,C000928,,403040,
,De Muth,Peter,M,rep,PA,Democrat,D000225,,403317,
,Deen,Braswell,,rep,GA,Democrat,D000187,,403348,
,Dixon,Joseph,M,rep,OH,Democrat,D000371,,403488,
,Dockweiler,John,M,rep,CA,Democrat,D000387,,403503,
,Dorsey,Frank,M,rep,PA,Democrat,D000438,,403548,
,Drew,Ira,,rep,PA,Democrat,D000494,,403601,
,Driver,William,M,rep,AR,Democrat,D000503,,403610,
,Eckert,Charles,M,rep,PA,Democrat,E000032,,403727,
,Eicher,Edward,M,rep,IA,Democrat,E000094,,403785,
,Ellenbogen,Henry,M,rep,PA,Democrat,E000111,,403802,
,Farley,James,M,rep,IN,Democrat,F000019,,403981,
,Fleger,Anthony,M,rep,OH,Democrat,F000195,,404150,
,Fletcher,Thomas,M,rep,OH,Democrat,F000205,,404160,
,Focht,Benjamin,M,rep,PA,Republican,F000230,,404185,
,Frey,Oliver,M,rep,PA,Democrat,F000382,,404327,
,Fuller,Claude,,rep,AR,Democrat,F000408,,404349,
,Gambrill,Stephen,M,rep,MD,Democrat,G000035,,404411,
,Gasque,Allard,,rep,SC,Democrat,G000092,,404464,
,Gasque,Elizabeth,,rep,SC,Democrat,G000093,,404465,
,Gildea,James,M,rep,PA,Democrat,G000182,,404547,
,Gingery,Don,,rep,PA,Democrat,G000224,,404586,
,Goodwin,Philip,M,rep,NY,Republican,G000302,,404661,
,Graves,Dixie,,sen,AL,Democrat,G000391,,404741,
,Gray,Finly,,rep,IN,Democrat,G000395,,404745,
,Gray,Joseph,M,rep,PA,Democrat,G000399,,404749,
,Greenwood,Arthur,M,rep,IN,Democrat,G000437,,404785,
,Greever,Paul,M,rep,WY,Democrat,G000440,,404787,
,Griswold,Glenn,,rep,IN,Democrat,G000483,,404828,
,Hamilton,Norman,,rep,VA,Democrat,H000116,,404998,
,Hancock,Franklin,M,rep,NC,Democrat,H000147,,405029,
,Harlan,Byron,,rep,OH,Democrat,H000209,,405088,
,Harrison,Byron,,sen,MS,Democrat,H000265,,405142,
,Herring,Clyde,,sen,IA,Democrat,H000543,,405405,
,Higgins,John,M,rep,MA,Democrat,H000579,,405441,
,Hildebrandt,Fred,M,rep,SD,Democrat,H000584,,405446,
,Hill,Robert,M,rep,OK,Democrat,H000606,,405466,
,Honeyman,Nan,,rep,OR,Democrat,H000754,,405605,
,Hughes,James,M,sen,DE,Democrat,H000926,,405771,
,Jenckes,Virginia,,rep,IN,Democrat,J000077,,405980,
,Johnson,Dewey,,rep,MN,Farmer-Labor,J000125,,406025,
,Kelly,George,M,rep,NY,Democrat,K000072,,406242,
,Kenney,Edward,M,rep,NJ,Democrat,K000120,,406286,
,Kloeb,Frank,M,rep,OH,Democrat,K000271,,406428,
,Kniffin,Frank,M,rep,OH,Democrat,K000283,,406440,
,Kvale,Paul,M,rep,MN,Farmer-Labor,K000350,,406503,
,Lambeth,John,M,rep,NC,Democrat,L000038,,406548,
,Lamneck,Arthur,M,rep,OH,Democrat,L000040,,406550,
,Lanzetta,James,M,rep,NY,Democrat,L000091,,406599,
,Lee,Joshua,M,sen,OK,Democrat,L000198,,406701,
,Lewis,David,M,rep,MD,Democrat,L000277,,406775,
,Lewis,James,M,sen,IL,Democrat,L000284,,406782,
,Logan,Marvel,,sen,KY,Democrat,L000404,,406895,
,Long,Lewis,M,rep,IL,Democrat,L000424,,406914,
,Luckey,Henry,M,rep,NE,Democrat,L000499,,406986,
,Luecke,John,M,rep,MI,Democrat,L000502,,406989,
,Lundeen,Ernest,M,sen,MN,Farmer-Labor,L000514,,407000,
,Mahon,Gabriel,,rep,SC,Democrat,M000064,,407092,
,Maverick,Fontaine,,rep,TX,Democrat,M000263,,407281,
,McFarlane,William,M,rep,TX,Democrat,M000440,,407439,
,McGrath,John,M,rep,CA,Democrat,M000457,,407456,
,McGroarty,John,M,rep,CA,Democrat,M000462,,407461,
,Meeks,James,M,rep,IL,Democrat,M000631,,407618,
,Millard,Charles,M,rep,NY,Republican,M000709,,407692,
,Miller,John,M,sen,AR,Democrat,M000738,,407716,
,Mitchell,John,M,rep,TN,Democrat,M000823,,407798,
,Montague,Andrew,M,rep,VA,Democrat,M000861,,407834,
,Mosier,Harold,M,rep,OH,Democrat,M001032,,407999,
,Norris,George,M,sen,NE,Independent,N000139,,408223,
,O'Connell,Jerry,,rep,MT,Democrat,O000024,,408272,
,O'Connell,John,M,rep,RI,Democrat,O000025,,408273,
,O'Connor,John,M,rep,NY,Democrat,O000030,,408278,
,O'Malley,Thomas,M,rep,WI,Democrat,O000087,,408297,
,O'Neill,Edward,M,rep,NJ,Democrat,O000094,,408303,
,Palmisano,Vincent,,rep,MD,Democrat,P000046,,408456,
,Paredes,Quintin,,rep,PI,,P000050,,408460,
,Patterson,Edward,M,rep,KS,Democrat,P000111,,408519,
,Pettengill,Samuel,M,rep,IN,Democrat,P000268,,408668,
,Peyser,Theodore,M,rep,NY,Democrat,P000281,,408681,
,Phillips,Alfred,M,rep,CT,Democrat,P000305,,408705,
,Quinn,James,M,rep,PA,Democrat,Q000017,,408979,
,Reilly,Michael,M,rep,WI,Democrat,R000155,,409132,
,Rigney,Hugh,M,rep,IL,Democrat,R000256,,409232,
,Roy,Alphonse,,rep,NH,Democrat,R000483,,409444,
,Sanders,Morgan,,rep,TX,Democrat,S000037,,409554,
,Schneider,George,M,rep,WI,Progressive,S000137,,409645,
,Schwartz,Henry,M,sen,WY,Democrat,S000157,,409664,
,Scott,Byron,,rep,CA,Democrat,S000165,,409672,
,Sheppard,Morris,,sen,TX,Democrat,S000337,,409834,
,Smathers,William,M,sen,NJ,Democrat,S000506,,409993,
,Smith,Gomer,,rep,OK,Democrat,S000543,,410025,
,Snell,Bertrand,,rep,NY,Republican,S000652,,410126,
,Stack,Michael,M,rep,PA,Democrat,S000773,,410239,
,Stubbs,Henry,M,rep,CA,Democrat,S001038,,410494,
,Swope,Guy,M,rep,PA,Democrat,S001127,,410578,
,Taylor,John,M,rep,SC,Democrat,T000087,,410670,
,Teigan,Henry,M,rep,MN,Farmer-Labor,T000112,,410694,
,Thompson,Chester,M,rep,IL,Democrat,T000197,,410776,
,Thurston,Lloyd,,rep,IA,Republican,T000257,,410832,
,Towey,Frank,M,rep,NJ,Democrat,T000323,,410895,
,Transue,Andrew,M,rep,MI,Democrat,T000354,,410924,
,Vinson,Frederick,M,rep,KY,Democrat,V000106,,411161,
,Wearin,Otha,,rep,IA,Democrat,W000221,,411389,
,Wilcox,James,M,rep,FL,Democrat,W000455,,411612,
,Barry,Alexander,M,sen,OR,Republican,B000187,,401186,
,Milton,John,M,sen,NJ,Democrat,M000787,,407765,
,Pyle,Gladys,,sen,SD,Republican,P000581,,408964,
,Reames,Alfred,M,sen,OR,Democrat,R000099,,409079,
,Storke,Thomas,M,sen,CA,Democrat,S000973,,410432,
,Adams,Alva,,sen,CO,Democrat,A000028,,400689,
,Alexander,John,M,rep,MN,Republican,A000097,,400755,
,Allen,Robert,M,rep,PA,Democrat,A000145,,400801,
,Anderson,Charles,M,rep,MO,Democrat,A000184,,400839,
,Ashbrook,William,M,rep,OH,Democrat,A000306,,400950,
,Austin,Albert,M,rep,CT,Republican,A000339,,400989,
,Ball,Thomas,M,rep,CT,Republican,B000102,,401104,
,Bankhead,William,M,rep,AL,Democrat,B000113,,401114,
,Barton,Bruce,,rep,NY,Republican,B000211,,401209,
,Bolton,Chester,M,rep,OH,Republican,B000606,,401574,
,Bone,Homer,M,sen,WA,Democrat,B000614,,401581,
,Burney,William,M,rep,CO,Democrat,B001122,,402067,
,Byrns,Joseph,M,rep,TN,Democrat,B001218,,402157,
,Caldwell,Millard,,rep,FL,Democrat,C000038,,402199,
,Caraway,Hattie,,sen,AR,Democrat,C000138,,402288,
,Chandler,Walter,M,rep,TN,Democrat,C000296,,402438,
,Clark,David,M,sen,ID,Democrat,C000428,,402566,
,Clark,Joel,M,sen,MO,Democrat,C000440,,402578,
,Cravens,William,M,rep,AR,Democrat,C000886,,402998,
,Crowe,Eugene,M,rep,IN,Democrat,C000940,,403052,
,Cummings,Fred,M,rep,CO,Democrat,C000985,,403093,
,Curley,Edward,M,rep,NY,Democrat,C000995,,403102,
,Daly,John,M,rep,PA,Democrat,D000014,,403157,
,Danaher,John,M,sen,CT,Republican,D000025,,403166,
,Darrow,George,M,rep,PA,Republican,D000063,,403202,
,Davis,James,M,sen,PA,Republican,D000111,,403247,
,De Rouen,René,,rep,LA,Democrat,D000265,,403320,
,Dowell,Cassius,,rep,IA,Republican,D000468,,403578,
,Dunn,Matthew,M,rep,PA,Democrat,D000551,,403658,
,Eaton,Thomas,M,rep,CA,Republican,E000026,,403721,
,Evans,Marcellus,,rep,NY,Democrat,E000253,,403935,
,Ferguson,Phillip,,rep,OK,Democrat,F000082,,404040,
,Fernández,Joachim,,rep,LA,Democrat,F000086,,404044,
,Fries,Frank,M,rep,IL,Democrat,F000385,,404330,
,Garrett,Clyde,,rep,TX,Democrat,G000080,,404452,
,Gartner,Fred,M,rep,PA,Republican,G000087,,404459,
,Gibbs,Florence,,rep,GA,Democrat,G000155,,404522,
,Gibbs,Willis,,rep,GA,Democrat,G000156,,404523,
,Gibson,Ernest,M,sen,VT,Republican,G000158,,404525,
,Goldsborough,Thomas,M,rep,MD,Democrat,G000265,,404627,
,Goodwin,Robert,M,rep,IA,Republican,G000303,,404662,
